variable,91_1_label,91_1_type,91_1_present,91_2_label,91_2_type,91_2_present,95_label,95_type,95_present,99_label,99_type,99_present,103_label,103_type,103_present,106_label,106_type,106_present,110_label,110_type,110_present,years_count
l2_4_8,,,0,,,0,,,0,,,0,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊八,haven_labelled,1,,,0,,,0,1
m7_8_2o,,,0,,,0,,,0,,,0,,,0,"M7-8.您家庭過去一年平均每個月支出金額：買家具/家庭電器/廚房用具(11)30,000元以上，請記",numeric,1,,,0,1
l2_4_5,,,0,,,0,,,0,,,0,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊五,haven_labelled,1,,,0,,,0,1
l2_4_4,,,0,,,0,,,0,,,0,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊四,haven_labelled,1,,,0,,,0,1
l2_4_3,,,0,,,0,,,0,,,0,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊三,haven_labelled,1,,,0,,,0,1
l2_4_2,,,0,,,0,,,0,,,0,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊二,haven_labelled,1,,,0,,,0,1
l2_4_12,,,0,,,0,,,0,,,0,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊十二,haven_labelled,1,,,0,,,0,1
l2_4_11,,,0,,,0,,,0,,,0,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊十一,haven_labelled,1,,,0,,,0,1
l2_4_10,,,0,,,0,,,0,,,0,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊十,haven_labelled,1,,,0,,,0,1
l2_4_1,,,0,,,0,,,0,,,0,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊一,haven_labelled,1,,,0,,,0,1
l2_3o,,,0,,,0,,,0,,,0,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)其他(請說明),character,1,,,0,,,0,1
l2_3_12,,,0,,,0,,,0,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,1,,,0,,,0,,,0,1
l2_3_11,,,0,,,0,,,0,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,1,,,0,,,0,,,0,1
l2_2o,,,0,,,0,,,0,,,0,L2-2.請問您或您的家人未來沒有申請「原民會專案貸款」需求的原因有哪些?(可複選)其他(請,character,1,,,0,,,0,1
l2_2_8,,,0,,,0,,,0,L2-2.請問您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些？(可複選),haven_labelled,1,,,0,,,0,,,0,1
l2_2_7,,,0,,,0,,,0,L2-2.請問您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些？(可複選),haven_labelled,1,,,0,,,0,,,0,1
l2_2_6,,,0,,,0,,,0,L2-2.請問您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些？(可複選),haven_labelled,1,,,0,,,0,,,0,1
l2_2_5,,,0,,,0,,,0,L2-2.請問您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些？(可複選),haven_labelled,1,,,0,,,0,,,0,1
l2_2,,,0,,,0,,,0,,,0,,,0,,,0,請問您或您的家人是否使用過政府因應嚴重特殊傳染性肺炎(Covid-19)相關紓困措施？ □(1) 是。請紀錄________(機關)提供之________措施(貸款)停問 □(2) 否。 □(3) 不知道停問,character,1,1
l1_4,,,0,,,0,,,0,,,0,,,0,,,0,請問您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎？ □(1) 有，收入減少。請記錄________元 □(2) 有，失業。請記錄家中___人 □(3) 無停問 □(4) 不知道停問,character,1,1
l1_3,,,0,,,0,,,0,,,0,,,0,,,0,請問您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎？ □(1) 有，收入減少。請記錄________元 □(2) 有，失業。請記錄家中___人 □(3) 無停問 □(4) 不知道停問,character,1,1
l1_2m,,,0,,,0,,,0,,,0,,,0,,,0,請問您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎？ □(1) 有，收入減少。請記錄________元 □(2) 有，失業。請記錄家中___人 □(3) 無停問 □(4) 不知道停問,numeric,1,1
l1_2,,,0,,,0,,,0,,,0,,,0,,,0,請問您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎？ □(1) 有，收入減少。請記錄________元 □(2) 有，失業。請記錄家中___人 □(3) 無停問 □(4) 不知道停問,character,1,1
l1_1m,,,0,,,0,,,0,,,0,,,0,,,0,請問您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎？ □(1) 有，收入減少。請記錄________元 □(2) 有，失業。請記錄家中___人 □(3) 無停問 □(4) 不知道停問,character,1,1
l11,,,0,,,0,,,0,,,0,,,0,L11.這幾位家人平均每個月提供的總金額大約多少錢?__元,numeric,1,,,0,1
l10,,,0,,,0,,,0,,,0,,,0,L10.家中有戶籍不在這裡，也沒有居住在這裡，但每個月或定期會提供家裡金錢的家人有幾位,numeric,1,,,0,1
l2_4_7,,,0,,,0,,,0,,,0,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊七,haven_labelled,1,,,0,,,0,1
l2_4_9,,,0,,,0,,,0,,,0,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊九,haven_labelled,1,,,0,,,0,1
m2o,,,0,,,0,,,0,,,0,,,0,M2.您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少?(15)70,numeric,1,,,0,1
l2_4o,,,0,,,0,,,0,,,0,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)其他(請說明),character,1,,,0,,,0,1
m1o,,,0,,,0,,,0,,,0,,,0,M1.您全家每個月用在支付「買米/肉/菜、水果、非酒精飲料費、糖果零食等」的費用是多少?(,numeric,1,,,0,1
m1_4,,,0,,,0,,,0,,,0,M1.請問您家中現在有哪些可上網設備?(可複選)設備四,haven_labelled,1,,,0,,,0,1
m1_3,,,0,,,0,,,0,,,0,M1.請問您家中現在有哪些可上網設備?(可複選)設備三,haven_labelled,1,,,0,,,0,1
m1_2,,,0,,,0,,,0,,,0,M1.請問您家中現在有哪些可上網設備?(可複選)設備二,haven_labelled,1,,,0,,,0,1
m1_1,,,0,,,0,,,0,,,0,M1.請問您家中現在有哪些可上網設備?(可複選)設備一,haven_labelled,1,,,0,,,0,1
low,,,0,,,0,是否為低收入戶,haven_labelled,1,,,0,,,0,,,0,,,0,1
l9,,,0,,,0,,,0,,,0,,,0,L9.家中有沒有戶籍不在這裡，也沒有居住在這裡，但每個月或定期會提供家裡金錢的家人?,haven_labelled,1,,,0,1
l8o,,,0,,,0,,,0,,,0,,,0,L8.包含經濟戶長本人，全家每個月除了以上這些收入以外的「其他雜項」收入總共是多少?(12,numeric,1,,,0,1
l8,,,0,,,0,,,0,,,0,,,0,L8.包含經濟戶長本人，全家每個月除了以上這些收入以外的「其他雜項」收入總共是多少?【,haven_labelled,1,,,0,1
l7o,,,0,,,0,,,0,,,0,,,0,"L7.包含經濟戶長本人，全家每個月的「房屋、土地出租租金」收入總共是多少?(12)80,000元以",numeric,1,,,0,1
l7,,,0,,,0,,,0,,,0,,,0,L7.包含經濟戶長本人，全家每個月的「房屋、土地出租租金」收入總共是多少?【過去一年平,haven_labelled,1,,,0,1
l6o,,,0,,,0,,,0,,,0,,,0,L6.包含經濟戶長本人，全家每個月的「存款利息、跟會利息、股票利息、各種投資利息」總,numeric,1,,,0,1
l6,,,0,,,0,,,0,,,0,,,0,L6.包含經濟戶長本人，全家每個月的「存款利息、跟會利息、股票利息、各種投資利息」總,haven_labelled,1,,,0,1
l5o,,,0,,,0,,,0,,,0,,,0,L5.包含經濟戶長本人，全家每個月接受「紅白包禮金、私人發給救濟金/慰問金/獎助學金、,numeric,1,,,0,1
l5,,,0,,,0,,,0,,,0,,,0,L5.包含經濟戶長本人，全家每個月接受「紅白包禮金、私人發給救濟金/慰問金/獎助學金、,haven_labelled,1,,,0,1
l4o,,,0,,,0,,,0,,,0,,,0,L4.包含經濟戶長本人，全家每個月接受「政府發給津貼、補助、各種社會保險、私人保險」,numeric,1,,,0,1
l3o,,,0,,,0,,,0,,,0,,,0,L3.包含經濟戶長本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農,numeric,1,,,0,1
l3_6,,,0,,,0,,,0,L3.請問您或您的家人有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款？房屋貸款？創,haven_labelled,1,,,0,,,0,,,0,1
l3_5,,,0,,,0,,,0,L3.請問您或您的家人有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款？房屋貸款？創,haven_labelled,1,,,0,,,0,,,0,1
l3_4,,,0,,,0,,,0,L3.請問您或您的家人有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款？房屋貸款？創,haven_labelled,1,,,0,,,0,,,0,1
l3_3,,,0,,,0,,,0,L3.請問您或您的家人有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款？房屋貸款？創,haven_labelled,1,,,0,,,0,,,0,1
l35,,,0,,,0,,,0,,,0,,,0,,,0,l35,character,1,1
l33,,,0,,,0,,,0,,,0,,,0,,,0,l33,character,1,1
l3,,,0,,,0,,,0,,,0,,,0,L3.包含經濟戶長本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農,haven_labelled,1,,,0,1
l2o,,,0,,,0,,,0,,,0,,,0,L2.除了經濟戶長本人以外，這些有固定收入的家人中，具有原住民身分者有幾位?(1)有具原住,numeric,1,,,0,1
m7_8_2,,,0,,,0,,,0,,,0,,,0,M7-8.您家庭過去一年平均每個月支出金額：買家具/家庭電器/廚房用具,haven_labelled,1,,,0,1
n5,,,0,,,0,,,0,,,0,N5.請問您們家是不是符合地方政府列冊登記有案的中低收入戶?,haven_labelled,1,,,0,,,0,1
m7_9_1,,,0,,,0,,,0,,,0,,,0,M7-9.您家庭過去一年有沒有以下支出(複選)?保姆費/安養院/身障者照顧,haven_labelled,1,,,0,1
q5_2,,,0,,,0,Q5-2.請問您家中有幾部冷暖氣機?____部,haven_labelled,1,,,0,,,0,,,0,,,0,1
q171,,,0,,,0,Q17-1.最希望從農會、儲蓄互助社，還是一般銀行取得貸款資金?,haven_labelled,1,,,0,,,0,,,0,,,0,1
q17_1,,,0,,,0,Q17.有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款?房屋貸款?創業貸款?【複選題，選,haven_labelled,1,,,0,,,0,,,0,,,0,1
q17_2,,,0,,,0,Q17.有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款?房屋貸款?創業貸款?【複選題，選,haven_labelled,1,,,0,,,0,,,0,,,0,1
q17_3,,,0,,,0,Q17.有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款?房屋貸款?創業貸款?【複選題，選,haven_labelled,1,,,0,,,0,,,0,,,0,1
q23e,,,0,23-5.請問每個月家庭平均支出中，教育書報雜誌文具花費多少?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,1
q23f,,,0,23-6.請問每個月家庭平均支出中，旅遊娛樂消遣支出是多少?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,1
q5_1,,,0,,,0,Q5-1.請問您家中有幾部自用汽車?____部(自用貨車也包括),haven_labelled,1,,,0,,,0,,,0,,,0,1
q5_3,,,0,,,0,Q5-3.請問您家中有幾部家用電腦?____部(筆記型電腦、手提電腦也包括),haven_labelled,1,,,0,,,0,,,0,,,0,1
q163_8,,,0,,,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,1,,,0,,,0,,,0,,,0,1
q5_4,,,0,,,0,Q5-4.您家中有沒有裝小耳朵?,haven_labelled,1,,,0,,,0,,,0,,,0,1
q5_5,,,0,,,0,Q5-5.您家中有沒有裝有線電視?,haven_labelled,1,,,0,,,0,,,0,,,0,1
q61,,,0,,,0,Q6-1.請問您家中的房屋貸款總共借(貸)了多少錢?,haven_labelled,1,,,0,,,0,,,0,,,0,1
q62,,,0,,,0,Q6-2.請問您目前有沒有繼續在繳房屋貸款?,haven_labelled,1,,,0,,,0,,,0,,,0,1
q63,,,0,,,0,Q6-3.請問您已經繳了幾年的房屋貸款?(跳Q7),haven_labelled,1,,,0,,,0,,,0,,,0,1
q64,,,0,,,0,Q6-4.請問您已經有幾年沒有繳房屋貸款?(跳Q8),haven_labelled,1,,,0,,,0,,,0,,,0,1
q7,,,0,,,0,Q7.請問您每個月房屋貸款要繳多少錢?,haven_labelled,1,,,0,,,0,,,0,,,0,1
q163_9,,,0,,,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,1,,,0,,,0,,,0,,,0,1
q163_7,,,0,,,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,1,,,0,,,0,,,0,,,0,1
q13_3,,,0,,,0,Q13.請問您個人目前有從事以下哪些投資?【訪員逐一提示選項，選擇三】,haven_labelled,1,,,0,,,0,,,0,,,0,1
q162_5,,,0,,,0,Q16-2.您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些?【可複選，選擇五】,haven_labelled,1,,,0,,,0,,,0,,,0,1
q13_5,,,0,,,0,Q13.請問您個人目前有從事以下哪些投資?【訪員逐一提示選項，選擇五】,haven_labelled,1,,,0,,,0,,,0,,,0,1
q13_6,,,0,,,0,Q13.請問您個人目前有從事以下哪些投資?【訪員逐一提示選項，選擇六】,haven_labelled,1,,,0,,,0,,,0,,,0,1
q161,,,0,,,0,Q16-1.請問您個人或您的家人有沒有申請「原住民綜合發展基金貸款」?,haven_labelled,1,,,0,,,0,,,0,,,0,1
q162_1,,,0,,,0,Q16-2.您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些?【可複選，選擇一】,haven_labelled,1,,,0,,,0,,,0,,,0,1
q162_2,,,0,,,0,Q16-2.您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些?【可複選，選擇二】,haven_labelled,1,,,0,,,0,,,0,,,0,1
q162_3,,,0,,,0,Q16-2.您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些?【可複選，選擇三】,haven_labelled,1,,,0,,,0,,,0,,,0,1
q162_4,,,0,,,0,Q16-2.您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些?【可複選，選擇四】,haven_labelled,1,,,0,,,0,,,0,,,0,1
q163_1,,,0,,,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,1,,,0,,,0,,,0,,,0,1
q163_6,,,0,,,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,1,,,0,,,0,,,0,,,0,1
q163_10,,,0,,,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,1,,,0,,,0,,,0,,,0,1
q163_11,,,0,,,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,1,,,0,,,0,,,0,,,0,1
q163_12,,,0,,,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,1,,,0,,,0,,,0,,,0,1
q163_2,,,0,,,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,1,,,0,,,0,,,0,,,0,1
q163_3,,,0,,,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,1,,,0,,,0,,,0,,,0,1
q163_4,,,0,,,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,1,,,0,,,0,,,0,,,0,1
q163_5,,,0,,,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,1,,,0,,,0,,,0,,,0,1
q81,,,0,,,0,Q8-1.請問您的信用貸款、汽車貸款、信用卡、現金卡總共借了多少錢?,haven_labelled,1,,,0,,,0,,,0,,,0,1
q82,,,0,,,0,Q8-2.請問您每個月要繳的信用貸款、汽車貸款、信用卡、現金卡等的貸款金額總共是多少?,haven_labelled,1,,,0,,,0,,,0,,,0,1
q91,,,0,,,0,Q9-1.請問您的創業貸款總共借了多少錢?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_8,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_24,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_25,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_3,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_4,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_5,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_6,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_7,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_9,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
q92,,,0,,,0,Q9-2.請問您每個月要繳的創業貸款總共是多少?,haven_labelled,1,,,0,,,0,,,0,,,0,1
sex,,,0,,,0,,,0,性別,haven_labelled,1,,,0,,,0,,,0,1
start,,,0,,,0,,,0,開始時間(如2:5key成 0205),numeric,1,,,0,,,0,,,0,1
type,,,0,,,0,,,0,樣本編號,haven_labelled,1,,,0,,,0,,,0,1
w2,,,0,,,0,,,0,,,0,母體權數,numeric,1,,,0,,,0,1
w_b,,,0,母體權數,numeric,1,,,0,,,0,,,0,,,0,,,0,1
w_c,母體權數,numeric,1,,,0,,,0,,,0,,,0,,,0,,,0,1
w_d,樣本權數,numeric,1,,,0,,,0,,,0,,,0,,,0,,,0,1
s31_23,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_22,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_21,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_20,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s1,,,0,,,0,S1.請問您及您同住的家人中，包含您自己，有沒有 15歲 以上具有中華民國國籍身份的原住民,haven_labelled,1,,,0,,,0,,,0,,,0,1
s2,,,0,,,0,S2.請問您是不是家中主要經濟來源者或主要負責家計的人?還是次要負責家計的人?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s3,,,0,,,0,S3.由於您這支電話是由電腦自動選擇的，請問您這支電話是在臺灣地區的哪一個縣市(居住縣,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_1,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_10,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_11,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_12,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_13,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_14,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_15,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_16,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_17,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_18,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_19,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
s31_2,,,0,,,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,1,,,0,,,0,,,0,,,0,1
q13_4,,,0,,,0,Q13.請問您個人目前有從事以下哪些投資?【訪員逐一提示選項，選擇四】,haven_labelled,1,,,0,,,0,,,0,,,0,1
q13_2,,,0,,,0,Q13.請問您個人目前有從事以下哪些投資?【訪員逐一提示選項，選擇二】,haven_labelled,1,,,0,,,0,,,0,,,0,1
m7_9_2,,,0,,,0,,,0,,,0,,,0,M7-9.您家庭過去一年平均每個月支出金額：保姆費/安養院/身障者照顧,haven_labelled,1,,,0,1
n2_6_7,,,0,,,0,,,0,,,0,,,0,N2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊七,haven_labelled,1,,,0,1
n2_6_10,,,0,,,0,,,0,,,0,,,0,N2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊十,haven_labelled,1,,,0,1
n2_6_11,,,0,,,0,,,0,,,0,,,0,N2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊十一,haven_labelled,1,,,0,1
n2_6_2,,,0,,,0,,,0,,,0,,,0,N2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊二,haven_labelled,1,,,0,1
n2_6_3,,,0,,,0,,,0,,,0,,,0,N2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊三,haven_labelled,1,,,0,1
n2_6_4,,,0,,,0,,,0,,,0,,,0,N2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊四,haven_labelled,1,,,0,1
n2_6_5,,,0,,,0,,,0,,,0,,,0,N2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊五,haven_labelled,1,,,0,1
n2_6_6,,,0,,,0,,,0,,,0,,,0,N2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊六,haven_labelled,1,,,0,1
n2_6_8,,,0,,,0,,,0,,,0,,,0,N2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊八,haven_labelled,1,,,0,1
n2_5o,,,0,,,0,,,0,,,0,,,0,N2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?(14)其他(請說明),character,1,,,0,1
n2_6_9,,,0,,,0,,,0,,,0,,,0,N2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊九,haven_labelled,1,,,0,1
n2_6o,,,0,,,0,,,0,,,0,,,0,N2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?(12)其他，請說明__,character,1,,,0,1
n2o,,,0,,,0,,,0,,,0,N2.請問您所屬的族別?其他(請說明),character,1,,,0,,,0,1
k3_o,,,0,,,0,,,0,,,0,,,0,K3.除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎(複選)?(11)其他，請說明,character,1,,,0,1
nfdisin,,,0,,,0,一般家庭五等分位組,haven_labelled,1,,,0,,,0,,,0,,,0,1
number,,,0,,,0,,,0,戶內人口編號,numeric,1,,,0,,,0,,,0,1
o1_1,,,0,,,0,,,0,,,0,,,0,O1.您家中現在有哪些可上網設備(複選)?設備一,haven_labelled,1,,,0,1
n2_6_1,,,0,,,0,,,0,,,0,,,0,N2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊一,haven_labelled,1,,,0,1
n2_5_8,,,0,,,0,,,0,,,0,,,0,N2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途八,haven_labelled,1,,,0,1
q13_1,,,0,,,0,Q13.請問您個人目前有從事以下哪些投資?【訪員逐一提示選項，選擇一】,haven_labelled,1,,,0,,,0,,,0,,,0,1
n2_4_3,,,0,,,0,,,0,,,0,,,0,N2-4.您或您的家人未來沒有申請「原住民族綜合發展基金貸款」需求的原因有哪些(複選)?原,haven_labelled,1,,,0,1
m7_9_2o,,,0,,,0,,,0,,,0,,,0,"M7-9.您家庭過去一年平均每個月支出金額：保姆費/安養院/身障者照顧(11)30,000元以上，請記",numeric,1,,,0,1
n1o,,,0,,,0,,,0,,,0,,,0,N1.您或您的家人最需要政府提供什麼幫忙?(6)其他，請說明__,character,1,,,0,1
n2_1,,,0,,,0,,,0,,,0,,,0,N2-1.您個人或您的家人有沒有申請「原住民族綜合發展基金貸款」?,haven_labelled,1,,,0,1
n2_2,,,0,,,0,,,0,,,0,,,0,N2-2.您個人或您家人申請「原住民族綜合發展基金貸款」金額，占您全家貸款的比例為__%,numeric,1,,,0,1
n2_3,,,0,,,0,,,0,,,0,,,0,N2-3.您個人或您的家人未來有沒有申請「原住民族綜合發展基金貸款」的需求?,haven_labelled,1,,,0,1
n2_4_1,,,0,,,0,,,0,,,0,,,0,N2-4.您或您的家人未來沒有申請「原住民族綜合發展基金貸款」需求的原因有哪些(複選)?原,haven_labelled,1,,,0,1
n2_4_2,,,0,,,0,,,0,,,0,,,0,N2-4.您或您的家人未來沒有申請「原住民族綜合發展基金貸款」需求的原因有哪些(複選)?原,haven_labelled,1,,,0,1
n2_4_4,,,0,,,0,,,0,,,0,,,0,N2-4.您或您的家人未來沒有申請「原住民族綜合發展基金貸款」需求的原因有哪些(複選)?原,haven_labelled,1,,,0,1
n2_5_7,,,0,,,0,,,0,,,0,,,0,N2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途七,haven_labelled,1,,,0,1
n2_4o,,,0,,,0,,,0,,,0,,,0,N2-4.您或您的家人未來沒有申請「原住民族綜合發展基金貸款」需求的原因有哪些(複選)?(7),character,1,,,0,1
n2_5_1,,,0,,,0,,,0,,,0,,,0,N2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途一,haven_labelled,1,,,0,1
